# marvel-crawler — Marvel_Comics_supervillains crawl (2026-09-13)
# Wikipedia Category:Marvel_Comics_supervillains: one node per page; edge A -> B
# when the article of A links to the article of B. 370 nodes, 1136 directed edges.
# 43 nodes have no edge in either direction — take the full node set from the nodes file.
source	target
Locksmith_(comics)	Flying_Tiger_(Marvel_Comics)
Locksmith_(comics)	Hangman_(Marvel_Comics)
Locksmith_(comics)	Tatterdemalion
Looter_(character)	Grizzly_(comics)
Looter_(character)	Hippo_(character)
Looter_(character)	Mauler_(comics)
Looter_(character)	Mirage_(Marvel_Comics)
Looter_(character)	Norman_Osborn
Looter_(character)	Porcupine_(character)
Lunatik	Blood_Brothers_(comics)
Mac_Gargan	Ares_(Marvel_Comics)
Mac_Gargan	Eddie_Brock
Mac_Gargan	Farley_Stillwell
Mac_Gargan	Hydro-Man
Mac_Gargan	Norman_Osborn
Mac_Gargan	Prowler_(Marvel_Comics)
Mac_Gargan	Steel_Serpent
Mac_Gargan	Venom_(character)
Maestro_(character)	Black_Cat_(Marvel_Comics)
Maestro_(character)	Hulk
Maestro_(character)	Ronan_the_Accuser
Maestro_(character)	Spider-Girl
Maestro_(character)	Thunderbolt_Ross
Maestro_(character)	Ulik
Maestro_(character)	Ultron
Magician_(Marvel_Comics)	Power_Broker_(character)
Mahkizmo	Puppet_Master_(Marvel_Comics)
Maker_(character)	Eddie_Brock
Maker_(character)	Molecule_Man
Maker_(character)	Mysterio
Maker_(character)	Venom_(character)
Malcolm_Colcord	Abraham_Cornelius
Malcolm_Colcord	Brent_Jackson
Malcolm_Colcord	Sentinel_(comics)
Man_Mountain_Marko	Eel_(Marvel_Comics)
Man_Mountain_Marko	Kangaroo_(character)
Man_Mountain_Marko	Lizard_(character)
Man_Mountain_Marko	Norman_Osborn
Man_Mountain_Marko	Shriek_(character)
Man_Mountain_Marko	Silvermane
Mania_(character)	Black_Cat_(Marvel_Comics)
Mania_(character)	Eddie_Brock
Mania_(character)	Mac_Gargan
Mania_(character)	Venom_(character)
Marduk_Kurios	Satana_(Marvel_Comics)
Masked_Marauder	Gladiator_(Melvin_Potter)
Master_Man_(Marvel_Comics)	Baron_Strucker
Master_Man_(Marvel_Comics)	Brain_Drain_(character)
Master_Man_(Marvel_Comics)	U-Man
Master_Man_(Marvel_Comics)	Warrior_Woman_(Marvel_Comics)
Master_Menace	Nth_Man
Master_Menace	Overmind_(comics)
Master_Mold	Apocalypse_(character)
Master_Mold	Hulk
Master_Mold	Mole_Man
Master_Mold	Sentinel_(comics)
Master_of_the_World_(character)	Hulk
Master_of_the_World_(character)	Wendigo_(comics)
Mauler_(comics)	Hobgoblin_(Marvel_Comics)
Mauler_(comics)	Norman_Osborn
Mentallo	Maker_(character)
Mentallo	Silvermane
Mentallo	Super-Adaptoid
Metal_Master_(comics)	Absorbing_Man
Metal_Master_(comics)	Hulk
Michael_Pointer_(character)	Norman_Osborn
Michael_Pointer_(character)	Xorn
Midgard_Serpent_(Marvel_Comics)	Fin_Fang_Foom
Midgard_Serpent_(Marvel_Comics)	Kurse_(comics)
Midgard_Serpent_(Marvel_Comics)	Ulik
Mikhail_Rasputin	Apocalypse_(character)
Mikhail_Rasputin	Empath_(character)
Mikhail_Rasputin	Mister_Sinister
Mind-Wave	Bullseye_(Marvel_Comics)
Mind-Wave	Mirage_(Marvel_Comics)
Mindless_Ones	Deadpool
Mindless_Ones	Noh-Varr
Mirage_(Marvel_Comics)	Bullseye_(Marvel_Comics)
Mirage_(Marvel_Comics)	Mind-Wave
Missing_Link_(comics)	Hulk
Missing_Link_(comics)	Ringmaster_(comics)
Mister_Fear	Eel_(Marvel_Comics)
Mister_Hyde_(Marvel_Comics)	Batroc_the_Leaper
Mister_Hyde_(Marvel_Comics)	Black_Cat_(Marvel_Comics)
Mister_Hyde_(Marvel_Comics)	Cobra_(Marvel_Comics)
Mister_Hyde_(Marvel_Comics)	Gladiator_(Melvin_Potter)
Mister_Hyde_(Marvel_Comics)	Green_Goblin
Mister_Hyde_(Marvel_Comics)	Hulk
Mister_Hyde_(Marvel_Comics)	Jester_(Marvel_Comics)
Mister_Hyde_(Marvel_Comics)	Lizard_(character)
Mister_Hyde_(Marvel_Comics)	Mac_Gargan
Mister_Hyde_(Marvel_Comics)	Norman_Osborn
Mister_Hyde_(Marvel_Comics)	Purple_Man
Mister_Hyde_(Marvel_Comics)	Tiger_Shark_(Marvel_Comics)
Mister_Hyde_(Marvel_Comics)	Vibro_(comics)
Mister_Negative	Black_Cat_(Marvel_Comics)
Mister_Negative	Eddie_Brock
Mister_Negative	Norman_Osborn
Mister_Negative	Silvermane
Mister_Negative	Spot_(Marvel_Comics)
Mister_Negative	Venom_(character)
Mister_Sinister	Apocalypse_(character)
Mister_Sinister	Deadpool
Mister_Sinister	Hulk
Mister_Sinister	Mikhail_Rasputin
