# marvel-crawler — A_Song_of_Ice_and_Fire_characters crawl (2026-09-10)
# Wikipedia Category:A_Song_of_Ice_and_Fire_characters: one node per page; edge A -> B
# when the article of A links to the article of B. 50 nodes, 720 directed edges.
# 0 nodes have no edge in either direction — take the full node set from the nodes file.
source	target
Davos_Seaworth	Ned_Stark
Davos_Seaworth	Osha_(A_Song_of_Ice_and_Fire)
Davos_Seaworth	Ramsay_Bolton
Davos_Seaworth	Renly_Baratheon
Davos_Seaworth	Rickon_Stark
Davos_Seaworth	Robb_Stark
Davos_Seaworth	Robert_Baratheon
Davos_Seaworth	Sandor_Clegane
Davos_Seaworth	Stannis_Baratheon
Davos_Seaworth	Theon_Greyjoy
Davos_Seaworth	Tormund_Giantsbane
Davos_Seaworth	Tyrion_Lannister
Davos_Seaworth	Varys
Davos_Seaworth	White_Walker
Ellaria_Sand	Arianne_Martell
Ellaria_Sand	Daenerys_Targaryen
Ellaria_Sand	Gregor_Clegane
Ellaria_Sand	Jaime_Lannister
Ellaria_Sand	Joffrey_Baratheon
Ellaria_Sand	Oberyn_Martell
Ellaria_Sand	Olenna_Tyrell
Ellaria_Sand	Theon_Greyjoy
Ellaria_Sand	Tyrion_Lannister
Ellaria_Sand	Tywin_Lannister
Gendry	Arya_Stark
Gendry	Bran_Stark
Gendry	Brienne_of_Tarth
Gendry	Catelyn_Stark
Gendry	Cersei_Lannister
Gendry	Daenerys_Targaryen
Gendry	Davos_Seaworth
Gendry	Gregor_Clegane
Gendry	Jaqen_H'ghar
Gendry	Joffrey_Baratheon
Gendry	Jon_Snow_(character)
Gendry	Jorah_Mormont
Gendry	Melisandre
Gendry	Myrcella_Baratheon
Gendry	Ned_Stark
Gendry	Renly_Baratheon
Gendry	Robb_Stark
Gendry	Robert_Baratheon
Gendry	Sandor_Clegane
Gendry	Sansa_Stark
Gendry	Stannis_Baratheon
Gendry	Tommen_Baratheon
Gendry	Tormund_Giantsbane
Gendry	Tyrion_Lannister
Gendry	Tywin_Lannister
Gendry	Varys
Gendry	White_Walker
Gregor_Clegane	Arya_Stark
Gregor_Clegane	Cersei_Lannister
Gregor_Clegane	Daenerys_Targaryen
Gregor_Clegane	Gendry
Gregor_Clegane	Missandei
Gregor_Clegane	Oberyn_Martell
Gregor_Clegane	Robert_Baratheon
Gregor_Clegane	Sandor_Clegane
Gregor_Clegane	Tyrion_Lannister
Gregor_Clegane	Tywin_Lannister
High_Sparrow	Cersei_Lannister
High_Sparrow	Jaime_Lannister
High_Sparrow	Margaery_Tyrell
High_Sparrow	Robert_Baratheon
High_Sparrow	Tommen_Baratheon
High_Sparrow	Tywin_Lannister
Jacaerys_Velaryon	Daemon_Targaryen
Jacaerys_Velaryon	Rhaenyra_Targaryen
Jaime_Lannister	Arya_Stark
Jaime_Lannister	Bran_Stark
Jaime_Lannister	Brienne_of_Tarth
Jaime_Lannister	Catelyn_Stark
Jaime_Lannister	Cersei_Lannister
Jaime_Lannister	Daenerys_Targaryen
Jaime_Lannister	High_Sparrow
Jaime_Lannister	Joffrey_Baratheon
Jaime_Lannister	Myrcella_Baratheon
Jaime_Lannister	Ned_Stark
Jaime_Lannister	Rickon_Stark
Jaime_Lannister	Robb_Stark
Jaime_Lannister	Robert_Baratheon
Jaime_Lannister	Roose_Bolton
Jaime_Lannister	Sansa_Stark
Jaime_Lannister	Tommen_Baratheon
Jaime_Lannister	Tyrion_Lannister
Jaime_Lannister	Tywin_Lannister
Jaime_Lannister	Varys
Joffrey_Baratheon	Arya_Stark
Joffrey_Baratheon	Bran_Stark
Joffrey_Baratheon	Cersei_Lannister
Joffrey_Baratheon	Gendry
Joffrey_Baratheon	Jaime_Lannister
Joffrey_Baratheon	Margaery_Tyrell
Joffrey_Baratheon	Myrcella_Baratheon
Joffrey_Baratheon	Ned_Stark
Joffrey_Baratheon	Olenna_Tyrell
Joffrey_Baratheon	Petyr_Baelish
Joffrey_Baratheon	Ramsay_Bolton
Joffrey_Baratheon	Renly_Baratheon
Joffrey_Baratheon	Robb_Stark
Joffrey_Baratheon	Robert_Baratheon
Joffrey_Baratheon	Sandor_Clegane
Joffrey_Baratheon	Sansa_Stark
Joffrey_Baratheon	Stannis_Baratheon
Joffrey_Baratheon	Tommen_Baratheon
Joffrey_Baratheon	Tyrion_Lannister
Joffrey_Baratheon	Tywin_Lannister
Jon_Snow_(character)	Arya_Stark
Jon_Snow_(character)	Bran_Stark
Jon_Snow_(character)	Catelyn_Stark
Jon_Snow_(character)	Cersei_Lannister
Jon_Snow_(character)	Daenerys_Targaryen
Jon_Snow_(character)	Davos_Seaworth
Jon_Snow_(character)	Jaime_Lannister
Jon_Snow_(character)	Melisandre
Jon_Snow_(character)	Ned_Stark
Jon_Snow_(character)	Petyr_Baelish
Jon_Snow_(character)	Ramsay_Bolton
Jon_Snow_(character)	Rickon_Stark
Jon_Snow_(character)	Robb_Stark
Jon_Snow_(character)	Robert_Baratheon
Jon_Snow_(character)	Samwell_Tarly
Jon_Snow_(character)	Sansa_Stark
Jon_Snow_(character)	Stannis_Baratheon
Jon_Snow_(character)	Theon_Greyjoy
Jon_Snow_(character)	Tormund_Giantsbane
Jon_Snow_(character)	Tyrion_Lannister
Jon_Snow_(character)	Tywin_Lannister
Jon_Snow_(character)	Varys
Jon_Snow_(character)	White_Walker
Jorah_Mormont	Arya_Stark
Jorah_Mormont	Cersei_Lannister
Jorah_Mormont	Daario_Naharis
Jorah_Mormont	Daenerys_Targaryen
Jorah_Mormont	Joffrey_Baratheon
Jorah_Mormont	Jon_Snow_(character)
Jorah_Mormont	Margaery_Tyrell
Jorah_Mormont	Ned_Stark
Jorah_Mormont	Night_King
Jorah_Mormont	Robert_Baratheon
Jorah_Mormont	Samwell_Tarly
Jorah_Mormont	Tyrion_Lannister
Jorah_Mormont	Varys
Jorah_Mormont	White_Walker
Margaery_Tyrell	Brienne_of_Tarth
Margaery_Tyrell	Cersei_Lannister
Margaery_Tyrell	Daenerys_Targaryen
Margaery_Tyrell	Joffrey_Baratheon
Margaery_Tyrell	Jorah_Mormont
Margaery_Tyrell	Olenna_Tyrell
Margaery_Tyrell	Petyr_Baelish
Margaery_Tyrell	Renly_Baratheon
Margaery_Tyrell	Sansa_Stark
Margaery_Tyrell	Stannis_Baratheon
Margaery_Tyrell	Tommen_Baratheon
Margaery_Tyrell	Tyrion_Lannister
Margaery_Tyrell	Tywin_Lannister
Melisandre	Arya_Stark
Melisandre	Daenerys_Targaryen
Melisandre	Davos_Seaworth
Melisandre	Gendry
Melisandre	Joffrey_Baratheon
Melisandre	Jon_Snow_(character)
Melisandre	Night_King
Melisandre	Ramsay_Bolton
Melisandre	Renly_Baratheon
Melisandre	Robb_Stark
